X,Y,NAME,ADDRESS,PHONE,NUMROOMS,WEB_URL,GIS_ID,OBJECTID,ZIPCODE,XCOORD,YCOORD,MAR_ID,SE_ANNO_CAD_DATA,CREATED,EDITED,GLOBALID
-8576939.01263021,4707974.16573643,GEORGETOWN INN WEST END,1121 NEW HAMPSHIRE AVENUE NW,202-457-0565,76,https://www.georgetowninnwestend.com/,temp_9,97,20037,395840.73,137384.06,242738,,,,{655B1401-6C08-4620-A1BF-CA6D9F1F3145}
-8578442.29486434,4707929.15149817,"ROSEWOOD WASHINGTON, D.C.",1050 31ST STREET NW,202-617-2400,61,https://www.rosewoodhotels.com/en/washington-dc,temp_12,98,20007,394669.37,137349.83,273780,,,,{CE7405BF-83BE-4600-B31A-01BAD14E1242}
-8576355.07389811,4707927.57670117,HOTEL RL,1823 L STREET NW,202-223-4320,99,https://www.redlion.com/washington-dc,temp_96,99,20036,396295.71,137347.68,241297,,,,{4782822B-79C4-45C1-8D8C-12E1FFE348DD}
-8575415.43376848,4707866.30120372,THE ARCHITECT HOTEL,1025 15TH STREET NW,202-408-8200,,http://www.thearchitecthotel.com/,temp_161,100,20005,397027.85,137299.82,278793,,,,{02901E55-29B9-4AD1-A931-BECEF2140038}
-8577575.56570046,4707849.80597991,AVENUE SUITES HOTEL,2500 PENNSYLVANIA AVENUE NW,202-333-8060,124,https://www.avenuesuitesgeorgetown.com/,temp_7,101,20037,395344.68,137287.83,273885,,,,{05257E97-AEFF-4567-96E0-0D4A20F34866}
-8577136.49261804,4707840.86786216,ONE WASHINGTON CIRCLE HOTEL,1 WASHINGTON CIRCLE NW,202-872-1680,151,http://www.thecirclehotel.com/,temp_65,102,20037,395686.8,137280.7,242366,,,,{6E5B4C63-D6D4-4AB2-BEDE-2B6F7F38C958}
-8574295.49733707,4707826.77882353,"MARRIOT MARQUIS WASHINGTON, DC",901 MASSACHUSETTS AVENUE NW,202-824-9200,1175,https://www.marriott.com/hotels/travel/wasco-marriott-marquis-washington-dc,temp_125,103,20001,397900.49,137268.87,239811,,,,{5BD2A1F8-5A23-4EA2-B8B1-4A96D9D305E5}
-8578469.64605438,4707818.11869846,RITZ-CARLTON GEORGETOWN,3100 SOUTH STREET NW,202-912-4100,86,http://www.ritzcarlton.com/en/hotels/washington-dc/georgetown,temp_75,104,20007,394648,137263.68,300061,,,,{04F244E0-1573-4BED-8780-47284D048B0A}
-8574462.86965324,4707808.79543782,HENLEY PARK HOTEL,926 MASSACHUSETTS AVENUE NW,202-638-5200,96,http://www.henleypark.com/,temp_105,105,20001,397770.07,137254.95,242922,,,,{56A3E237-36EB-4003-8845-9E4ADAD1B9F5}
-8575601.06312048,4707805.21379567,CAPITAL HILTON,1001 16TH STREET NW,202-393-1000,541,http://www3.hilton.com/en/hotels/district-of-columbia/capital-hilton-DCASHHH/index.html,temp_13,106,20036,396883.19,137252.47,278775,,,,{ECC6D70D-952B-4B14-A8EB-F625B4DB02B2}
-8577465.13511853,4707789.48634365,MELROSE GEORGETOWN HOTEL,2430 PENNSYLVANIA AVENUE NW,202-955-6400,277,http://www.melrosehoteldc.com/,temp_60,107,20037,395430.7,137240.97,279592,,,,{B1E15437-F4E3-443B-B85E-1BC75BDD907E}
-8578097.39069617,4707776.61365356,GEORGETOWN SUITES HARBOUR,1000 29TH STREET NW,202-298-7800,222,http://www.georgetownsuites.com/,temp_47,108,20007,394938.04,137231.28,276422,,,,{FC49DC2C-C10D-4815-AE6A-A2D4C65206B7}
-8575117.35129001,4707776.27095074,HAMILTON HOTEL WASHINGTON DC,1001 14TH STREET NW,202-682-0111,301,http://www.hamiltonhoteldc.com/,temp_51,109,20005,397260.09,137229.87,240644,,,,{E522A5DD-6379-465A-B2A1-BD4D6D356C70}
-8574769.55905334,4707775.71575151,EATON WASHINGTON DC,1201 K STREET NW,202-289-7600,209,https://www.eatonworkshop.com/hotel/dc,temp_144,110,20005,397531.09,137229.35,243282,,,,{6133E994-CB72-4143-81A3-93A5B21A149A}
-8574579.44106494,4707774.93590233,HI WASHINGTON DC HOSTEL,1009 11TH STREET NW,202-737-2333,250,http://www.hiusa.org/washingtondc/,temp_112,111,20001,397679.23,137228.7,239366,,,,{E9548CC0-E098-46C7-AE6D-0313A4687E93}
-8575570.60606045,4707666.31486029,HYATT PLACE WASHINGTON DC/WHITE HOUSE,1522 K STREET NW,202-830-1900,164,https://www.hyatt.com/en-US/hotel/washington-dc/hyatt-place-washington-dc-white-house/waszw,temp_152,112,20005,396906.88,137144.67,218324,,,,{F3E8D00D-1646-4CE9-B870-ECD15D821E29}
-8575619.28096603,4707659.64652818,"THE ST. REGIS WASHINGTON, D.C.",923 16TH STREET NW,202-638-2626,193,http://www.starwoodhotels.com/stregis/property/overview/index.html?propertyID=193,temp_79,113,20006,396868.95,137139.51,242334,,,,{4F11E36F-6E9C-4B75-A57D-5FCAA636E0BB}
-8574518.03387078,4707646.71277334,EMBASSY SUITES BY HILTON WASHINGTON DC CONVENTION CENTER,900 10TH STREET NW,202-739-2001,382,http://embassysuites3.hilton.com/en/hotels/district-of-columbia/embassy-suites-washington-dc-convention-center-WASCCES/index.html,temp_38,114,20001,397727.05,137129.18,300519,,,,{9AF64A27-9EE8-479A-A893-951460DD071A}
-8574238.01301993,4707620.09012303,RENAISSANCE WASHINGTON DC DOWNTOWN,999 9TH STREET NW,202-898-9000,807,http://www.marriott.com/hotels/travel/wasrb-renaissance-washington-dc-downtown-hotel/,temp_69,115,20001,397945.24,137108.46,218802,,,,{750DCA5E-7CAD-4D4D-B3BD-9BCE8122BA76}
-8573788.4683219,4707613.22605101,HAMPTON INN WASHINGTON DOWNTOWN CONVENTION CENTER,901 6TH STREET NW,202-842-2500,228,http://hamptoninn3.hilton.com/en/hotels/district-of-columbia/hampton-inn-washington-downtown-convention-center-WASHHHX/index.html,temp_103,116,20001,398295.53,137103.05,300640,,,,{23727267-E050-46B9-AFEC-B9CD39397559}
-8576712.66766406,4707577.53440655,HOTEL LOMBARDY,2019 PENNSYLVANIA AVENUE NW,202-828-2600,140,http://www.hotellombardy.com/,temp_116,117,20006,396016.94,137076.17,307825,,,,{20BEC307-BB50-4A0E-AE57-D2B19244DCA3}
-8573318.9490133,4707568.44829145,CAPITAL VIEW HOSTEL,301 I STREET NW,202-450-3450,,http://www.capitalhostels.com/,temp_15,118,20001,398661.38,137068.23,289320,,,,{EE0B2A55-3531-4CB7-8A31-4648F48FE8A6}
-8574428.95962841,4707565.0419418,CONRAD WASHINGTON DC,950 NEW YORK AVENUE NW,202-844-5900,,http://conradhotels3.hilton.com/en/hotels/district-of-columbia/conrad-washington-dc-WASCICI/index.html,temp_134,119,20001,397796.44,137065.78,309621,,,,{C62301F2-27C7-4306-8896-31448A4E691F}
-8577580.2226883,4707562.2790284,THE RIVER INN,924 25TH STREET NW,202-337-7600,125,http://www.theriverinn.com/,temp_76,120,20037,395340.92,137064.7,273930,,,,{5060D2B5-CD27-4A40-8E90-AE35B7052C5D}
-8575969.26476243,4707512.50031822,"CLUB QUARTERS HOTEL WASHINGTON, D.C.",839 17TH STREET NW,202-463-6400,185,https://clubquartershotels.com/locations/club-quarters-hotel-washington-dc,temp_20,121,20006,396596.19,137025.43,218777,,,,{913A0FD0-E542-4608-BD3C-A92967B93774}
-8575133.64111307,4707454.00343905,HILTON GARDEN INN WASHINGTON DC DOWNTOWN,815 14TH STREET NW,202-783-7800,300,http://hiltongardeninn3.hilton.com/en/hotels/district-of-columbia/hilton-garden-inn-washington-dc-downtown-DCACHGI/index.html,temp_107,122,20005,397247.31,136979.78,279961,,,,{1431F8BD-A724-4BE5-B640-AC386223CB78}
-8575715.05620285,4707433.78529087,THE HAY-ADAMS,800 16TH STREET NW,202-638-6600,145,http://www.hayadams.com/,temp_104,123,20006,396794.25,136964.26,279937,,,,{E69EBBA2-702F-478E-913C-E1BEFA41134E}
-8575384.56111701,4707430.97633455,SOFITEL WASHINGTON DC LAFAYETTE SQUARE,806 15TH STREET NW,202-730-8800,237,http://www.sofitel.com/gb/hotel-3293-sofitel-washington-dc-lafayette-square/index.shtml,temp_121,124,20005,397051.78,136961.98,279949,,,,{892EBBD2-724D-4DBA-B18F-DDA66A15B4E8}
-8576177.1005036,4707426.78330811,HAMPTON INN WASHINGTON DC/WHITE HOUSE,1729 H STREET NW,202-296-1006,116,http://hamptoninn3.hilton.com/en/hotels/district-of-columbia/hampton-inn-washington-dc-white-house-WASHSHX/index.html,temp_102,125,20006,396434.21,136958.98,279355,,,,{99273D82-C886-4372-9068-CCB718F02A87}
-8571500.44577966,4707420.00887087,CITY HOUSE HOSTEL WASHINGTON DC,506 H STREET NE,202-370-6390,,http://www.cityhousehostels.com/washington-dc/,temp_164,126,20002,400078.39,136952.92,13950,,,,{EC7EF159-D0A2-4B00-A99B-D8F375FD8A74}
-8577465.18834396,4707390.86394344,ARC THE.HOTEL,824 NEW HAMPSHIRE AVENUE NW,202-843-1564,95,https://arcthehoteldc.com,temp_44,127,20037,395430.48,136931.62,274009,,,,{9174132E-3A66-4AD1-B970-CB5966E484C6}
-8573961.04547414,4707360.7053831,POD HOTEL DC,627 H STREET NW,202-847-4444,,https://www.thepodhotel.com/pod-dc/,temp_147,128,20001,398161.01,136907.11,238700,,,,{A0CC6825-3082-4624-ADFB-9180A1C9D0EC}
-8576086.33710793,4707352.73201442,AKA WHITE HOUSE,1710 H STREET NW,202-904-2500,142,http://www.stayaka.com/locations/white_house/default.aspx,temp_3,129,20006,396504.91,136901.48,218432,,,,{007122C9-758F-45F1-84FB-B8BCDC5FD4A4}
-8577417.09730891,4707336.82404886,"RESIDENCE INN WASHINGTON, DC/FOGGY BOTTOM",801 NEW HAMPSHIRE AVENUE NW,202-785-2000,103,https://www.marriott.com/hotels/travel/wasfg-residence-inn-washington-dc-foggy-bottom/,temp_72,130,20037,395467.93,136889.66,277506,,,,{74A9AE05-0F02-45AB-A3FB-A43B67CFA405}
-8575316.11218201,4707334.77245361,THE WOODWARD BY BRIDGESTREET,733 15TH STREET NW,1-800-278-7338,,https://www.bridgestreet.com/properties/washington/the-woodward,temp_10,131,20005,397105.09,136887.3,279921,,,,{D1AA9453-C94C-46F8-AFE8-9FD694CEF8E1}
-8573744.02643845,4707309.45656217,"FAIRFIELD INN & SUITES WASHINGTON, DC/DOWNTOWN",500 H STREET NW,202-289-5959,189,http://www.marriott.com/hotels/travel/wasfc-fairfield-inn-and-suites-washington-dc-downtown/,temp_40,132,20001,398330.11,136867.3,242981,,,,{897D2F08-E88C-4614-8802-E82C5B02E74E}
-8574694.13548492,4707267.17848941,MARRIOTT AT METRO CENTER,775 12TH STREET NW,202-737-2200,459,http://www.marriott.com/hotels/travel/wasmc-washington-marriott-at-metro-center/,temp_59,133,20005,397589.74,136834.68,239130,,,,{91DE3C1B-4603-4EAA-965A-A8B712BCECA5}
-8577814.82755633,4707263.50143086,THE WATERGATE HOTEL,2650 VIRGINIA AVENUE NW,202-827-1600,336,https://www.thewatergatehotel.com,temp_137,134,20037,395157.97,136832.94,279606,,,,{FFF54DFB-3D50-4E2B-8F1D-DC4BF2C59851}
-8574549.64773145,4707264.28375209,GRAND HYATT WASHINGTON,1000 H STREET NW,202-582-1234,897,https://washingtondc.grand.hyatt.com/en/hotel/home.html,temp_50,135,20001,397702.33,136832.4,239368,,,,{5A9AA1A6-D877-412F-8F50-3A7AA4ACB420}
-8577129.51734934,4706952.48947948,HOTEL HIVE,2224 F STREET NW,202-849-8499,50,http://www.hotelhive.com,temp_4,136,20037,395691.86,136591.26,242724,,,,{43ACECEA-2BED-4468-82D3-A8821EE8D08A}
-8572656.14205764,4706941.6394724,PHOENIX PARK HOTEL,520 NORTH CAPITOL STREET NW,202-638-6900,149,http://www.phoenixparkhotel.com/,temp_67,137,20001,399177.8,136581.71,237156,,,,{7B10485A-63AC-406A-A34B-3E8DDCB3B8D7}
-8574309.03224743,4706938.97415641,COURTYARD WASHINGTON CONVENTION CENTER,900 F STREET NW,202-638-4600,188,http://www.marriott.com/hotels/travel/wascn-courtyard-washington-convention-center/,temp_23,138,20004,397889.76,136579.88,243269,,,,{A486E911-A8DF-414D-8143-6482393FEF1E}
-8574101.65468068,4706927.89490552,KIMPTON HOTEL MONACO,700 F STREET NW,202-628-7177,183,http://www.monaco-dc.com/,temp_118,139,20004,398051.36,136571.24,301590,,,,{535553A0-7BC0-4237-8E1A-A7769578F183}
-8575318.09248852,4706923.10164925,W WASHINGTON D.C.,515 15TH STREET NW,202-661-2400,317,http://www.wwashingtondc.com/,temp_100,140,20004,397103.43,136567.81,279820,,,,{C10699F3-DED2-487E-AE1F-F30D1BFB65F3}
-8572836.5252181,4706902.25548118,WASHINGTON COURT HOTEL,525 NEW JERSEY AVENUE NW,202-628-2100,265,http://washingtoncourthotel.com/,temp_101,141,20001,399037.23,136551.16,279827,,,,{E46938C1-46C2-468C-80A9-EB883EAA585B}
-8576575.68053851,4706860.04391401,"COURTYARD WASHINGTON, DC/FOGGY BOTTOM",515 20TH STREET NW,202-296-5700,149,http://www.marriott.com/hotels/travel/wasfb-courtyard-washington-dc-foggy-bottom/,temp_26,142,20006,396123.41,136519.29,279821,,,,{76B5E305-2020-4D0F-AC12-362B3B559E4D}
-8575201.65194038,4706856.91522757,WILLARD INTERCONTINENTAL WASHINGTON D.C.,1401 PENNSYLVANIA AVENUE NW,202-628-9100,340,http://washington.intercontinental.com/,temp_98,143,20004,397194.15,136516.41,279129,,,,{235943B9-B41E-4A84-9969-860F8870E0A8}
-8572703.94568775,4706843.09043939,KIMPTON GEORGE HOTEL,15 E STREET NW,202-347-4200,139,http://www.hotelgeorge.com/,temp_113,144,20001,399140.54,136505.23,237159,,,,{4BF1DE63-0DB5-4897-AAF4-A9B4E92FFC71}
-8576888.82232454,4706841.11187143,STATE PLAZA HOTEL,2117 E STREET NW,202-861-8200,460,http://www.stateplaza.com/,temp_80,145,20037,395879.38,136504.72,242537,,,,{D8298C3F-8B76-4CB2-B187-404198BF6073}
-8575093.33953276,4706839.05609677,JW MARRIOTT,1331 PENNSYLVANIA AVENUE NW,202-393-2000,772,http://www.marriott.com/hotels/travel/wasjw-jw-marriott-washington-dc/,temp_55,146,20004,397278.55,136502.52,279081,,,,{39C87AC2-9D11-4B61-9224-71A3A2AE0CB8}
-8574640.25891766,4706781.34944601,HOTEL HARRINGTON,436 11TH STREET NW,202-628-8140,242,http://www.hotel-harrington.com/,temp_114,147,20004,397631.61,136457.62,300863,,,,{AA50FC15-ECF7-4FE5-8481-533FCE78AE9A}
-8574130.26908708,4706763.47684611,STAY ALFRED ON 8TH STREET,425 8TH STREET NW,855-923-8300,,https://www.stayalfred.com/property/stay-alfred-on-8th-street,temp_136,148,20004,398029.03,136443.64,226572,,,,{200025B5-AA19-4375-A1F3-B721315318DB}
-8572790.35567159,4706699.20923178,THE LIASON CAPITOL HILL,415 NEW JERSEY AVENUE NW,202-638-1616,343,https://www.jdvhotels.com/hotels/washington-dc/washington/liaison-capitol-hill,temp_92,149,20001,399073.19,136393.57,237162,,,,{A652E5CA-8CCB-448F-BA08-A01EED5CFB07}
-8572903.85696611,4706696.0642739,HYATT REGENCY WASHINGTON ON CAPITOL HILL,400 NEW JERSEY AVENUE NW,202-737-1234,836,http://washingtonregency.hyatt.com/en/hotel/home.html,temp_123,150,20001,398984.74,136391.14,279731,,,,{F9E62F62-FBC5-455C-ADCE-5B0CA410E7A4}
-8574669.16709357,4706514.59037105,"TRUMP INTERNATIONAL HOTEL WASHINGTON, D.C.",1100 PENNSYLVANIA AVENUE NW,202-695-1100,263,https://www.trumphotels.com/washington-dc,temp_138,151,20004,397609.02,136250.59,293192,,,,{5AC7CD34-A65C-45C7-B904-6E141F241BDD}
-8571518.71816131,4706082.53313805,FOUND PLACES CAPITOL HILL BED AND BREAKFAST,101 5TH STREET NE,202-798-1262,11,https://www.capitolhillbnb.com/en-us,temp_166,152,20002,400064.16,135914.89,75958,,,,{3CC8F707-86D2-48DB-B547-09B98D7EB8FD}
-8570485.30956071,4705694.60909279,A CAPITOL PLACE,134 12TH STREET SE,202-543-1020,5,,temp_1,153,20003,400869.56,135613.84,66757,,,,{B1595633-C875-4D9B-B7A7-DF1602D0383A}
-8571510.26634946,4705612.11345736,INDEPENDENCE HOUSE B & B,504 INDEPENDENCE AVENUE SE,202-328-3510 ,,https://www.bedandbreakfastdc.com/accommodations/independence-house-b-b,temp_124,154,20003,400070.75,135549.76,14495,,,,{E64D2FC7-4E62-45E5-824F-7EA97B073765}
-8571943.27719999,4705389.38354213,CAPITOL HILL HOTEL,200 C STREET SE,202-543-6000,152,http://capitolhillhotel-dc.com/,temp_16,155,20003,399733.27,135376.88,278017,,,,{B430950F-6524-4A91-B35F-B4B732600CAC}
-8563429.57625192,4705353.85762872,,5213 B STREET SE,202-670-6332,4,http://www.malolobandb.com/,temp_168,156,20019,406368.73,135351.86,11549,,,,{E3631AB3-381B-47B5-BEC6-7AE5F0F277A0}
-8573785.85614645,4705303.81647563,HOLIDAY INN CAPITOL,550 C STREET SW,202-479-4000,532,http://www.hicapitoldc.com/,temp_109,157,20024,398297.18,135310.64,276671,,,,{A3BE1E4E-2EC2-40E0-90E7-1EE88814338D}
-8574313.39517688,4705056.15900023,HILTON WASHINGTON DC NATIONAL MALL,480 L'ENFANT PLAZA SW,202-871-8345,372,http://hiltondcnationalmall.com/,temp_14,158,20024,397885.97,135118.5,302307,,,,{F13CDFAF-5080-4278-9AA0-497669A28DD2}
-8573374.40732389,4705015.02685676,"RESIDENCE INN WASHINGTON, DC/CAPITOL",333 E STREET SW,202-484-8280,233,http://www.marriott.com/hotels/travel/wascp-residence-inn-washington-dc-capitol/,temp_73,159,20024,398617.82,135086.41,277584,,,,{5DD7573C-0631-4826-BD0A-9DB3362550BB}
-8574990.59922096,4705013.3262908,MANDARIN ORIENTAL,1330 MARYLAND AVENUE SW,202-554-8588,400,https://www.mandarinoriental.com/washington/national-mall/luxury-hotel,temp_58,160,20024,397358.14,135085.41,297583,,,,{BAC41F2E-B095-4965-ADA8-C68375ACC480}
-8570722.96338451,4704979.43381213,DUO NOMAD,1010 PENNSYLVANIA AVENUE SE,202-629-3495,,https://www.duonomad.com,temp_158,161,20003,400684.39,135058.69,75803,,,,{03F8F5EC-78CD-4D87-BC7F-165F3223C341}
-8573600.74185802,4704935.71846191,HYATT PLACE WASHINGTON DC/NATIONAL MALL,400 E STREET SW,202-803-6110,214,https://dcnationalmall.place.hyatt.com/en/hotel/home.html,temp_141,162,20024,398441.4,135024.88,311526,,,,{A0B25068-D7B7-49E3-94E5-73576E2AB226}
-8574389.29016069,4704414.12680036,INTERCONTINENTAL WASHINGTON D.C. - THE WHARF,801 WHARF STREET SW,202-800-0844,,https://wharfintercontinentaldc.com,temp_135,163,20024,397826.68,134620.13,312937,,,,{26428779-1DC4-4BBB-B7DA-C8BE874D35C6}
-8572684.2021196,4704358.84230416,CAPITOL SKYLINE HOTEL,10 I STREET SW,202-488-7500,203,http://www.capitolskyline.com/,temp_17,164,20024,399155.72,134576.96,276385,,,,{4E6D0E1C-D0C2-4B71-897D-81375DFD6F9C}
-8574209.47915749,4704288.03668621,CANOPY WASHINGTON DC THE WHARF,975 7TH STREET SW,202-488-2500,,http://canopy3.hilton.com/en/hotels/district-of-columbia/canopy-by-hilton-washington-dc-the-wharf-DCACUPY/index.html,temp_153,165,20024,397966.81,134522.21,313288,,,,{7A4EADB0-F96B-40C7-BC85-D78A001696BE}
-8572041.96914974,4704169.92994909,COURTYARD WASHINGTON CAPITOL HILL/NAVY YARD,140 L STREET SE,202-479-0027,204,http://www.marriott.com/hotels/travel/wasny-courtyard-washington-capitol-hill-navy-yard/,temp_28,166,20003,399656.31,134430.27,299775,,,,{C1C583AB-AE56-4E45-AD74-4ECF9561456B}
-8572409.93509609,4704022.47927947,HOMEWOOD SUITES WASHINGTON DC CAPITOL - NAVY YARD,50 M STREET SE,202-899-2800,195,http://homewoodsuites3.hilton.com/en/hotels/district-of-columbia/homewood-suites-by-hilton-washington-dc-capitol-navy-yard-WASCAHW/index.html,temp_140,167,20003,399369.48,134315.82,278548,,,,{AB618B8C-A158-456F-B01C-35E32AC26F51}
-8572291.52959321,4703915.16133485,RESIDENCE INN WASHINGTON CAPITOL HILL/NAVY YARD,1233 1ST STREET SE,202-770-2800,,https://www.marriott.com/hotels/travel/wasxr-residence-inn-washington-capitol-hill-navy-yard/,temp_142,168,20003,399461.77,134232.5,70461,,,,{BE18B222-2D3D-45A5-9008-0AE2F4B7B258}
-8572289.94261479,4703781.41680942,HAMPTON INN & SUITES WASHINGTON DC-NAVY YARD,1265 1ST STREET SE,202-800-1000,,http://hamptoninn3.hilton.com/en/hotels/district-of-columbia/hampton-inn-and-suites-washington-dc-navy-yard-WASNYHX/index.html,temp_155,169,20003,399463,134128.67,304845,,,,{37F6643C-0B53-4BFC-BCE7-E97204666DEC}
